,post_message,num_like_post,num_comment_post,num_share_post
831,"Rác_thải xây_dựng bẩn lấp biển đe_dọa đến môi_trường hệ_sinh_thái Vịnh Hạ_Long Chính_quyền thành_phố Hạ_Long thì mong_muốn có những bãi_tắm đẹp và để bảo_vệ môi_trường biển như bãi_tắm công_cộng tại đoạn cuối đường_bao biển Trần_Quốc_Nghiễn ._Vậy nhưng những người thi_công lại "" qua_mặt chính_quyền "" dùng gạch đá , phế_thải vật_liệu xây_dựng bẩn lấp biển . Đây là mối nguy tiềm_tàng ảnh_hưởng đến hệ_sinh_thái Vịnh Hạ_Long mà chính_quyền cần giám_sát chặt_chẽ trong quá_trình san_lấp biển làm bãi_tắm .",19,0,1
1145,Chỉ có ở VN mới có nhiều chuyện chính_phủ tiếp_tay cho các DN và Lục_lượng chức_năng vòi tiền của dân . Bảo_hiểm xe_máy là 1 loại_hình mang tính_chất hình_thức . Dân mất tiền oan cho CSGT khi ko mua bảo_hiểm này và mất tiền cho DN bán bảo_hiểm nhưng ko nhận đc quyền_lợi xi xảy ra tai_nạn .,16,6,0
119,Nước đóng bình chất_lượng cao < URL >,2,0,2
808,"Tài_tình đến vậy là cùng ! "" Những doanh_nghiệp này đã đăng_ký tờ_khai xuất_khẩu gạo thành_công trên hệ_thống điện_tử của Tổng_cục Hải_quan nhưng sau đó thì bất_ngờ bị mất hết thông_tin_dữ_liệu ... """,79,25,150
938,"Ngày 10/3 , Công_an quận Hoàn_Kiếm ( Hà_Nội ) cho biết , đã hoàn_thiện các phương_án cách_ly 17 trong số 60 người nhập_cảnh trên chuyến bay VN0054 đang sinh_hoạt trên địa_bàn . 17 người này được cách_ly tại 3 cơ_sở y_tế , 13 khách_sạn và 1 nhà dân . Trong số 60 hành_khách nhập_cảnh trên chuyến bay VN0054 có 7 người phát_hiện dương_tính với Covid-19 từng ở 4 khách_sạn trên địa_bàn quận Hoàn_Kiếm tại các phố Ngô_Quyền , Lý_Đạo_Thành , Nguyễn_Quang_Bích , Hàng_Gai . Cả 4 khách_sạn trên đã được phun thuốc_tiêu_độc , khử_trùng . Qua rà_soát có 199 người từng tiếp_xúc với số khách nước_ngoài đi trên chuyến bay trên . Quận Hoàn_Kiếm hoàn_thành xây_dựng phương_án cách_ly cho 158 người trong diện phải cách_ly . Quận cũng bố_trí cán_bộ , chiến_sĩ tham_gia tại 40 điểm cách_ly trên địa_bàn .",21,3,20
374,Bill Gates tăng thêm 150 triệu_đô tài_trợ cho WHO và EU cũng tăng hỗ_trợ để bù vào lỗ_hổng tài_chính do Mỹ ngừng tài_trợ .,80,289,6
453,"SUÝT CHẾT VÌ UỐNG 15 VIÊN THUỐC CHỮA SỐT_RÉT ĐỂ PHÒNG COVID-19 Một người nam , 44 tuổi , Hà_Nội được chuyển vào cấp_cứu tại Trung_tâm Chống độc , Bệnh_viện Bạch_Mai . Trước đó , bệnh_nhân được người_nhà đưa vào cấp_cứu tại một bệnh_viện của Hà_Nội với những dấu_hiệu của ngộ_độc như tụt huyết_áp , nôn , mắt nhìn lơ_mơ . Bệnh_nhân đã uống khoảng 15 viên thuốc sốt_rét để "" dự_phòng COVID-19 "" do nghe theo mách_bảo trên mạng . Các bác_sĩ tiến_hành cấp_cứu ban_đầu , rửa ruột và sử_dụng than hoạt_tính sau khi ổn_định thì chuyển đến Trung_tâm Chống độc , Bệnh_viện Bạch_Mai . Theo lời kể của bệnh_nhân , bệnh_nhân đã mua dự_trữ ở nhà 100 viên với mục_đích dùng cho bản_thân và những người trong gia_đình . Đây là trường_hợp đầu_tiên được cơ_quan y_tế y ghi_nhận bị ngộ_độc thuốc sốt_rét do uống để dự_phòng COVID-19 . Vừa_qua , sau khi truyền_thông đưa tin về việc một_số quốc_gia trên thế_giới có nghiên_cứu về thuốc điều_trị COVID-19 , trong đó có sử_dụng chloroquine hoặc hydroxychloroquin ... đã dẫn đến hiện_tượng một_số người dân tìm mua về tích_trữ . Theo Dược sỹ Bùi_Sỹ_Thành , việc người dân tìm mua thuốc này về dùng khi không có chỉ_định của bác_sĩ sẽ gây nguy_hiểm . Vì , cho đến nay chưa có phương_pháp điều_trị hiệu_quả nào được hoàn_toàn công_nhận là đặc_hiệu với COVID-19 . Thông_tin về tác_dụng chữa COVID-19 của hai thuốc này mới chỉ là thông_tin sơ_bộ về kết_quả nghiên_cứu bước_đầu , trên quy_mô nhỏ và vẫn đang tiếp_tục phải nghiên_cứu kỹ thêm ._Hydroxychloroquine vẫn chưa được Tổ_chức Y_tế_thế_giới ( WHO ) và Bộ Y_tế công_nhận và chính_thức đưa vào phác_đồ điều_trị và khuyến_cáo sử_dụng . Cho_dù khi thuốc này được công_nhận và được khuyến_cáo sử_dụng trong điều_trị COVID-19 , thì cũng chỉ được sử_dụng khi bác_sĩ chỉ_định và có liều_lượng sử_dụng hợp_lý , an_toàn và hiệu_quả đối_với từng trường_hợp bệnh_nhân . Vì_vậy , nếu người_dân có sẵn thuốc này thì cũng không được tự_ý dùng được . Vì có thuốc trong tay mà dùng không đúng , bệnh không khỏi mà_còn gặp bất_lợi do thuốc , nguy_cơ khó lường . Do_đó tuyệt_đối không nên tích_trữ thuốc , tránh tạo tình_trạng khan_hiếm hàng , đội_giá . Trong khi dù có tích_trữ thuốc cũng không dùng được . Khi thuốc quá_hạn phải vứt_bỏ sẽ gây lãng_phí tiền của và gây ảnh_hưởng môi_trường , vì đây là những thuốc có nguồn_gốc tổng_hợp hóa_học và có độc_tính .",4153,44,3940
110,"Nghi phạm rút xăng từ xe_máy vào can , dùng bùn ướt be thành bờ rồi đổ xăng vào nhà , châm lửa . # phónghoả # cháyphòngtrọ # chếtngười",248,13,150
1318,Thêm 1 chiến_sĩ vừa_qua_đời trong bệnh_viện ! 5 người rồi,1,1,1
1372,Có một sinh_viên học ở < URL > về nhà tại huyện Krông_Ana ( Đắk_Lắk ) dương_tính với COVID-19 .,329,50,29
796,"Tháng 4 sẽ là tháng khó_khăn nhất cho thị_trường bán_lẻ công_nghệ vì không có điện_thoại mới ra_mắt , những máy cao_cấp giới_thiệu trong tháng 3 đã qua giai_đoạn đơn hàng cao . Đồng_thời , người dùng có xu_hướng tiết_kiệm hơn dành cho các nhu_yếu sản_phẩm khác .",1,0,0
1269,"Bức thư do Đại_sứ_quán Trung_Quốc gửi tới báo Bild như một đường bóng được kiến_thiết sẵn rất đẹp , Tổng_biên_tập Bild_Julian_Reichelt chỉ còn có mỗi một việc là co chân phải , nhắm thẳng vào Chủ_tịch Tập_Cận_Bình để mà sút : "" Món hàng xuất_khẩu đắt_đỏ và lớn nhất của Trung_Quốc mà không nước nào muốn có , nhưng nó vẫn đi khắp thế_giới , đó chính là virus corona "" .",36,2,10
503,"Dự_báo thời_tiết hôm_nay 7/3 : Hà_Nội nhiệt_độ cao nhất 28 độ C , Sài_Gòn có nơi trên 35 độ C",1,0,0
1573,"Điếc ko sợ súng ... tính làm_loạn à . 😡 . Sử_lý mục_tiêu triệt_để ... Đề_nghị sử lý thích_đáng ... 3 ca covid-19 . 17 . 34 . Và 100 Đặc_biệt là 2 ca său này ... Chắc_chắn 1 điều rằng họ thừa biết diễn_biến covit quá phức_tạp ... Họ vẫn cố_tình di_chuyển khắp nơi + ko khai_báo trung_thực . + thêm vụ trốn ko làm đúng quy_trình cách_ly ca 100 . Di_chuyển khắp nơi Làm dịch_bệnh lây_lan khó khống_chế ... Thử_hỏi anh_chị_em mình có phẫn_nộ ko ạ ... ! ! ! ? ? 😡 🤔 . Đề_nghị phạt thật nặng mí đủ sức răn_đe ... ... ... ! ! ! ? ? ? Tôi 1 công_dân Việt yêu nước ... Cứ nghĩ đến hình_ảnh các a bộ_đội ... các y_bác sỹ ngày_đêm chăm_lo cho sức khẻo bệnh_nhân covit và cách_ly . Nhường cơm nhường chỗ ... Răng lán vào rừng . Các y_bác sỹ túc_trực trong những bộ_đồ cách_ly khám chữa bệnh ngột_ngạt ... mà xót lòng . Chưa kể họ cũng chung cảnh cách_ly < URL > lời than_vãn . Mỗi câu nói như cầu_xin nhân_dân tự bảo_vệ bản_thân mình ❤ 😥 . Trong đó sức_khỏe là của chúng_ta . 🤔 ❤ Ai chả có gia_đình người_thân cha_mẹ , vợ_con . Nhưng họ sống trong ý_thức trách_nhiệm khiến ko chỉ riêng tôi đang thán_phục ❤ ... cầu_mong cho tất_cả những con_người đang vì đất_nước hy_sinh ngay trong thời_bình ... đồng_tâm đồng_lòng chống đại_dịch covid . Luôn_luôn mạnh_khỏe kiên_cường cùng đồng bao rành lại cuộc_sống an_lành Cho đất_nước Việt_Nam ta ❤ . 1 lần nữa ❤ ❤ ❤ ❤ ❤ ❤ Tôi xin rành tặng lời_chúc sức_khỏe An_lành tới Bác_Phúc , Bác Đam . Cùng toàn_bộ các bộ nhà_nước ta cùng các y_bác sỹ , các chiến_sỹ Bộ_đội Đang gồng mình chống dịch . Mỗi Chúng_ta hãy cùng nhău ý_thức đồng_lòng đẩy_lùi dịch_bệnh . Để Con_em ta lại được đến trường , cuộc_sống ổn_định trở_lại . Đó mí thực_sự là mùa xuân ❤",30,14,4
1180,"Hoa_Xuân_Oánh , Phó_vụ_trưởng Vụ Thông_tin của Bộ Ngoại_giao Tàu , ngày 15/3 , đã đăng trên Twitter nói rằng người dân_Ý đứng ngoài ban_công hát_vang “ cảm_ơn China "" , hơn_nữa còn phát cả quốc_ca China trên đường_phố , để cảm_ơn sự giúp_đỡ của Bắc_Kinh trong việc chống dịch_bệnh . Tiếp sau đó , người phát_ngôn Bộ Ngoại_giao Tàu là Triệu_Lập Kiên cũng đăng bài tương_tự trên Twitter .",20,8,0
1445,"BÀI_THUỐC MỖI SÁNG KHIẾN TÔI KHỎE_MẠNH Khuyến_cáo người nhiễm Covid-19 muốn khỏi bệnh hãy uống nước_tiểu của chính mình vào buổi sáng sớm . Đây chính là thần_dược tăng_sức đề_kháng cho người_bệnh và cũng sẽ trị được virus Corona , bởi trong nước_tiểu có rất nhiều dưỡng chất ... Giống như ở Trung_Quốc nổi_tiếng với món Trứng_nước_tiểu vậy , nhưng để điều_trị virus dạng nặng này chúng_ta cũng cần phải dùng trực_tiếp , điều này khiến công_dụng càng mạnh hơn .",10,5,1
729,"ĐẾN 18H CHIỀU 10/4 : THÊM 2 CA MẮC COVID-19 ➡ ️ BN256 : Nam , 52 tuổi , quốc_tịch Việt_Nam , có địa_chỉ ở Đình_Dù , Văn_Lâm , Hưng_Yên . Ngày 27/3 , bệnh_nhân từ Nga về sân_bay Nội_Bài trên chuyến bay số_hiệu SU290 . Sau khi nhập_cảnh , bệnh_nhân được chuyển cách_ly tập_trung tại Trường_Văn_hóa Nghệ_thuật tỉnh Vĩnh_Phúc . Hiện bệnh_nhân được cách_ly , điều_trị tại Bệnh_viện Bệnh Nhiệt_đới Trung_ương cơ_sở 2 . ➡ ️ BN257 : Nữ , 15 tuổi , quốc_tịch Việt_Nam , trú tại xóm Hội , Hạ_Lôi , Mê_Linh , Hà_Nội . Bệnh_nhân là học_sinh , đang nghỉ học ở nhà , không đi đâu . Ngày 20/3 , BN243 ( là bạn của bố bệnh_nhân ) đến nhà chơi và nói_chuyện với bố bệnh_nhân . Ngày 8/4 , bệnh_nhân có biểu_hiện sốt , chảy nước_mũi . Ngày 9/4 , bệnh_nhân được lấy mẫu xét_nghiệm . Ngày 10/4 , xét_nghiệm cho kết_quả dương_tính với virus SARS-CoV-2 ._Bố bệnh_nhân cũng đã được lấy mẫu xét_nghiệm và cho kết_quả âm_tính ._Hiện bệnh_nhân đang được cách_ly , điều_trị tại Bệnh_viện Bệnh Nhiệt_đới Trung_ương cơ_sở 2 .",5505,34,3740
1543,"Chi ngân_sách cho công_an gấp 4 lần chi cho Y_tế , giáo_dục cộng lạ < URL > ưa kể khoản ngân_sách nuôi bọn dlv , ak 47 , tuyên_giáo",27,8,1
1054,"Tôi thành_thật xin_lỗi mọi ng niên tôi đã về Hongkong cho cách đây 2 nga , lúc còn ben việt nam tôi Thông biết mình bị nh m vi rut no 19 nên tôi đã đi nhiều nơi Sài_gòn ong hải vũng_tàu và ngày gần ngày mang hk tôi có đen_ủy_ban thị_trấn phủ n huyện tân_hành để cung_chứng giấy_tờ , giõ đây biết mì . h bị nhiễm tối kg dám về vietnam minh mọi người tha_thứ vì tôi kg biết minhg nhiễm_bệnh mong những nơi tôi đã tiếp_xúc kiểm_tra để bảo_vệ sk cho mình Tin lỗi thật nhiều người . Xin_lỗi vì làm lây covid cho cộng_đồng",232,21,13
367,Sửa Nghị_định 20 : Hồi_tố hàng nghìn tỷ đồng_bằng bù_trừ nghĩa_vụ thuế của doanh_nghiệp các năm sau,1,0,0
1588,"Thông_báo Bệnh_viện Thái_Hòa_Hồng_Ngự mới tiếp_nhận người dân Campuchia nhiễm_bệnh chuyến này chắc ở nhà cho lành , cứ tưởng là không đi làm về quê cho an_lành nào_ngờ chạy trời không khỏi nắng . Mua mì để sẵn cho chắc . Chứ sợ quá huhu mong là không có mọi người ơi .",1,1,1
384,"Là một trong những trục hướng_tâm quan_trọng của Hà_Nội nối các quận phía tây nam với nội_đô , trục đường Lê_Văn_Lương đang bị “ bức_tử ” do quá nhiều dự_án chung_cư xây_dựng",95,3,0
200,"Đề_xuất vừa_mới được đưa ra bởi Hội_đồng tư_vấn du_lịch nhằm tháo_gỡ khó_khăn cho các doanh nghiêp trong bối_cảnh dịch Covid-19 lan rộng . Theo Hội_đồng Tư_vấn Du_lịch ( TAB ) , nghiên_cứu ban_đầu cho thấy tỷ_lệ lấp buồng của các khách_sạn giảm từ 20 % đến 50 % so với cùng kỳ năm_ngoái , tùy vào vị_trí ở các thành_phố lớn ( Hà_Nội và < URL > ) hay ở các địa_danh nghỉ_dưỡng ( Sa_Pa , Quảng_Ninh , Đà_Nẵng , Quảng_Nam , Cam_Ranh , Nha_Trang và Phú_Quốc ) . Đối_với các công_ty quản_lý điểm đến và các doanh_nghiệp lữ_hành tại < URL > , Hà_Nội và Hạ_Long , Hội_đồng ghi_nhận mức giảm khoảng 50 % khách so với cùng kỳ năm_ngoái . Cũng theo TAB , các hãng hàng_không Việt_Nam bị thiệt_hại rất nặng vì các chuyến bay đến Trung_Quốc , Hong_Kong và Đài_Loan đã bị hủy hoàn_toàn hoặc bị hạn_chế đáng_kể , với mức sụt giảm khoảng 50 % đối_với số_lượng đặt chỗ chuyến bay quốc_tế khu_vực và 40 % đối_với đặt chỗ chuyến bay nội_địa . Điểm sáng hơn duy_nhất là các thị_trường đường dài , nơi nhu_cầu thị_trường mới chỉ giảm khoảng 20 % . Các điểm tham_quan du_lịch và điểm đến du_lịch lớn đều bị thiệt_hại ._TAB cho biết , hồi dịch SARS bùng_nổ năm 2013 , có tới 400.000 khách du_lịch nước_ngoài hủy tour đến Việt_Nam . Tuy_nhiên , ngành du_lịch hồi đó có quy_mô nhỏ hơn nhiều và tỷ_lệ đóng_góp trực_tiếp của nó vào GDP Việt_Nam ít hơn nhiều ( dưới 4 % ) . Hiện_nay , ngành du_lịch đã đóng_góp tới 9,2 % GDP Việt_Nam và đóng_góp gián_tiếp và lan tỏa vào GDP Việt_Nam có_thể lên đến 18 % . Bên_cạnh đó , ngày trước , chúng_ta còn có_thể đa_dạng_hóa thị_trường về địa_lý , vươn tới Úc , châu_Âu , Hàn_Quốc thay_vì tập_trung vào Nhật_Bản . Vì_thế , Hội_đồng Tư_vấn Du_lịch cho rằng dịch_Covid-19 có tác_động nặng hơn nhiều đối_với ngành du_lịch Việt_Nam trong năm nay . Trước tình_hình khó_khăn của ngành du_lịch , TAB kiến_nghị Chính_phủ , miễn thị_thực và kéo_dài thời_hạn lên 30 ngày , cho_phép trở_lại bất_kỳ lúc_nào đối_với các thị_trường ổn_định nhất là Vương_quốc Anh , châu_Âu , Úc , New_Zealand và Canada . Chính_sách miễn thị_thực này bước_đầu có_thể cho giai_đoạn đầu 12 tháng . Đặc_biệt , theo TAB , cần giảm ngay thuế GTGT ( VAT ) du_lịch từ 10 % xuống 5 % . Cho_phép nộp thuế chậm từ 6 lên 12 tháng không bị phạt . Việc nộp thuế chậm có_thể áp_dụng đối_với các khoản thuế GTGT của Q4 , 2019 và thuế thu_nhập doanh_nghiệp và thu_nhập cá_nhân cho năm 2019 ._Dù đánh_giá cao việc Ngân_hàng Nhà_nước Việt_Nam có chỉ_thị hỗ_trợ các doanh_nghiệp bị ảnh_hưởng bởi dịch_Covid-19 , tuy_nhiên , TAB kiến_nghị các cơ_quan không cung_cấp các khoản trợ_cấp và các khoản vay khẩn_cấp cho các tập_đoàn , tổng_công_ty lớn . "" Điều này sẽ tạo ra sự đối_xử không công_bằng và méo_mó trên thị_trường . Chúng_tôi cũng kiến_nghị Ngân_hàng Nhà_nước , Bộ_Tài_chính và Bộ Kế_hoạch và Đầu_tư nỗ_lực hơn_nữa trong việc ban_hành các biện_pháp hỗ_trợ để có_thể được áp_dụng ngay trong thời_gian rất khó_khăn này "" , TAB nhấn_mạnh .",4,0,0
